Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL,Type
Carhartt WIP Medley State Sweater Gr.M dunkelgrau Wie Neu,Carhartt,39.0,3,1,5,704,"!!! Bitte nochmal anschreiben bevor ihr einfach auf kaufen drückt !!!

Gröẞe M Herren
Farbe dunkelgrau
Einmal getragen, keinerlei Gebrauchsspuren 

Versand als DHL Paket für 6,19€",https://www.vinted.fr/items/6021568246-carhartt-wip-medley-state-sweater-grm-dunkelgrau-wie-neu,sweats
Carhartt Pocket Sweat grün/ Olive,Carhartt,45.0,4,2,5,10,"Wurde wenige Male getragen, leider für mich unpassender Schnitt (W 175cm).",https://www.vinted.fr/items/6016567575-carhartt-pocket-sweat-grun-olive,sweats
Carhartt swater,Carhartt,25.0,3,0,5,3,Kaum getragen,https://www.vinted.fr/items/6009901067-carhartt-swater,sweats
Schwarzer Carharttpulover,Carhartt,18.0,3,4,4.6,9,Kaum getragen,https://www.vinted.fr/items/6001641681-schwarzer-carharttpulover,sweats
Carhartt WIP Pullover Hellblau,Carhartt,65.0,3,2,5,4,"Sehr cooler Carhartt Pulli. Zu schön, dass er nur im Schrank hängt. Habe den Pullover selbst nur wenige Male getragen. Er hat also keine Mängel. Bei Fragen gern melden :)",https://www.vinted.fr/items/6022703229-carhartt-wip-pullover-hellblau,sweats
Oversized Carhartt sweater,Carhartt,25.0,3,5,4.6,31,"Carhartt sweater 
Sehr guter Zustand",https://www.vinted.fr/items/6000583008-oversized-carhartt-sweater,sweats
Carhartt Sweater,Carhartt,12.5,4,1,5,12,"Carhartt Sweatshirt 
Größe L, fit m 

Guter bis sehr guter Zustand",https://www.vinted.fr/items/6005733223-carhartt-sweater,sweats
Carhartt Sweater,Carhartt,7.5,4,14,5,12,"Kleine Löcher siehe Foto, sonst guter Zustand 


#carharrt #carharrtvintage #carharttsweater #sweater #streetstyle",https://www.vinted.fr/items/5967704218-carhartt-sweater,sweats
Carhartt Sweatshirt,Carhartt,40.0,3,3,5,2,Nur wenige male getragen und im super Zustand. Die Waschung auf der Rückseite ist teil des Designs und sind keine Flecken,https://www.vinted.fr/items/6008047883-carhartt-sweatshirt,sweats
Carhartt Pullover,Carhartt,15.0,3,31,5,29,Nur 2..3.. mal getragen,https://www.vinted.fr/items/5975089181-carhartt-pullover,sweats
Carhartt Sweatshirt L,Carhartt,65.0,1,5,5,113,"Braunes Herren Sweatshirt von Carhartt in L. Sowohl das Logo vorne, als auch der ganze Rücken hinten sind gestickt.",https://www.vinted.fr/items/6004141649-carhartt-sweatshirt-l,sweats
Carhartt Sweatshirt,Carhartt,50.0,2,2,5,256,"Schöner Zeitloser Sweater mit gesticktem Logo. Nur einmal getragen. 





#vintage #carhartt #workwear #carharttwip #sweater #sweatshirt #summer",https://www.vinted.fr/items/6008172540-carhartt-sweatshirt,sweats
Carhartt Script Sweatshirt,Carhartt,35.0,3,23,5,36,"Lediglich 2 mal getragen, fällt weiter aus",https://www.vinted.fr/items/5990077054-carhartt-script-sweatshirt,sweats
Carhart sweater,Carhartt,13.0,Satisfactory,12,No rating,No evaluations,"Kleine Flecken , fallen beim tragen nicht auf",https://www.vinted.fr/items/5963754500-carhart-sweater,sweats
Carhartt schwarz,Carhartt,20.0,3,2,No rating,No evaluations,sehr guter zustand,https://www.vinted.fr/items/5998200567-carhartt-schwarz,sweats
Red Carhartt jumper,Carhartt,8.0,3,10,5,3,Only worn a few times.,https://www.vinted.fr/items/6016029644-red-carhartt-jumper,sweats
Carhartt American Script Sweatshirt L schwarz Crew Neck Sweater,Carhartt,30.0,3,10,5,937,"Rückenlänge 69 cm, Brustweite 59,5 cm.",https://www.vinted.fr/items/6028677308-carhartt-american-script-sweatshirt-l-schwarz-crew-neck-sweater,sweats
Carhartt Strickpullover,Carhartt,12.99,4,2,5,3,Bei Fragen oder für mehr Bilder gerne Nachricht schicken.,https://www.vinted.fr/items/6027619425-carhartt-strickpullover,sweats
Carharrt Sweater M,Carhartt,30.0,3,7,No rating,No evaluations,"Einweindfreier Zustand, kaum getragen. Fällt etwas kleiner aus. Fitted meiner Meinung nach eher wie S",https://www.vinted.fr/items/6026535096-carharrt-sweater-m,sweats
Carhartt crewneck,Carhartt,18.0,Satisfactory,28,4.8,163,"Carhartt crewneck
Size XL",https://www.vinted.fr/items/6016359329-carhartt-crewneck,sweats
Carhartt Sweater,Carhartt,35.0,3,14,5,101,Gerne getragen aber super Zustand,https://www.vinted.fr/items/6021544972-carhartt-sweater,sweats
Pullover,Carhartt,15.0,4,0,4.7,390,"Carhartt Wollpullover
Hat kleine geflickte Stellen, die man aber beim Tragen nicht sieht 
Bei Fragen gerne melden",https://www.vinted.fr/items/6026243685-pullover,sweats
Grüner Carhartt pullover,Carhartt,29.0,4,11,4.3,3,"Oversized
Größe: S
Vorwiegend Baumwolle",https://www.vinted.fr/items/6018300551-gruner-carhartt-pullover,sweats
Carhartt Pullover,Carhartt,20.0,3,3,4.7,14,"Größe L.
Nichtraucher.",https://www.vinted.fr/items/6022263293-carhartt-pullover,sweats
Carhartt Pullover,Carhartt,27.0,2,6,No rating,No evaluations,Selten getragen,https://www.vinted.fr/items/6022256404-carhartt-pullover,sweats
Carhartt Longsleeve,Carhartt,25.0,3,0,5,5,sehr gute zustand,https://www.vinted.fr/items/6028929726-carhartt-longsleeve,sweats
Carhartt black jumper,Carhartt,30.0,3,8,5,32,Great condition,https://www.vinted.fr/items/6018344235-carhartt-black-jumper,sweats
Carhartt Jacke,Carhartt,50.0,3,3,4.1,27,"Carhartt Jacke in grau 
Größe: L 
Zustand: sehr gut",https://www.vinted.fr/items/6026576754-carhartt-jacke,sweats
Carhartt sweater (2 Colors),Carhartt,21.0,4,4,5,5,"Hochqualitatives Sweatshirt von Carhartt, angenehm zu tragen und cool für ausgefallene Outfit Kombinationen. Ist mir leider zu klein geworden, weswegen Ich ihn verkaufe.

Bei Fragen gerne melden",https://www.vinted.fr/items/6022038037-carhartt-sweater-2-colors,sweats
Carhartt Sweatshirt dunkelblau Frottee Stoff,Carhartt,40.0,3,2,5,154,Selten getragen super gemütlich,https://www.vinted.fr/items/6027086686-carhartt-sweatshirt-dunkelblau-frottee-stoff,sweats
Carrhart Sweater,Carhartt,20.0,3,1,4.9,66,"Zustand gut, wie auf den Bildern, bei fragen gerne Melden:)
#vintage #baggy #carrhartvintage",https://www.vinted.fr/items/6026820546-carrhart-sweater,sweats
Carhartt langarm grau,Carhartt,45.0,3,0,5,18,"Hellgrau, dünner sweater",https://www.vinted.fr/items/6028748488-carhartt-langarm-grau,sweats
carharrt dunkelblaues crewneck Pullover,Carhartt,30.0,3,11,4.5,23,selten getragen; gerne über das system kaufen:) oversized fit,https://www.vinted.fr/items/6028101564-carharrt-dunkelblaues-crewneck-pullover,sweats
Carhartt Pulli S,Carhartt,10.0,3,7,4.9,74,"Guter Zustand, selten getragen, Druck unbeschädigt",https://www.vinted.fr/items/6004603775-carhartt-pulli-s,sweats
Carhartt Tatum Rugby Sweat,Carhartt,50.0,3,5,5,10,"Selten getragen, wie neu.",https://www.vinted.fr/items/6017483990-carhartt-tatum-rugby-sweat,sweats
Carhartt Pullover Sweater,Carhartt,28.0,3,2,3,6,"Sehr guter gebrauchter Zustand, keine Mängel, Gr.L",https://www.vinted.fr/items/6020758209-carhartt-pullover-sweater,sweats
Carhartt Jacke grau,Carhartt,50.0,3,3,4.1,27,"Carhartt Jacke grau 
Größe: M
Zustand: sehr gut",https://www.vinted.fr/items/6026585753-carhartt-jacke-grau,sweats
Carhartt Sweatshirt Gr. XS,Carhartt,30.0,3,0,4.9,247,Sehr gut erhaltenes Sweatshirt von Carhartt in Größe XS. Farbe: Dunkelrot,https://www.vinted.fr/items/6027355070-carhartt-sweatshirt-gr-xs,sweats
Carhartt pullover,Carhartt,40.0,2,1,4.6,26,"Neu, nie getragen 
Xs fällt größer aus 
#carhartt #carharttwip #carharttvintage #baggy #oversize #streetwear #streetstyle #vintagestyle",https://www.vinted.fr/items/6025326746-carhartt-pullover,sweats
Carhartt Chase Sweater,Carhartt,29.0,3,1,5,6,Weicher Sweater in gutem Zustand,https://www.vinted.fr/items/6022012705-carhartt-chase-sweater,sweats
Carhartt Sweater M,Carhartt,40.0,4,1,5,284,"Ich verkaufe meinen sehr schönen Carhartt Sweater in der Größe M. 
Er befindet sich in einem guten getragenem Zustand.",https://www.vinted.fr/items/6024469638-carhartt-sweater-m,sweats
Pullover Carhartt L,Carhartt,20.0,3,0,No rating,No evaluations,Größe L,https://www.vinted.fr/items/6019315022-pullover-carhartt-l,sweats
Vintage Carhartt Halfzip Schwarz,Carhartt,35.0,3,7,4.5,17,"Größe: M

Zustand: Sehr gut, selten getragen

Farbe: Schwarz

180cm 75kg

Versand nur per Hermes oder DHL !


#weekday #vintagestyle #style #unisex #knit #sweater #carhartt #carharttwip #halfzip",https://www.vinted.fr/items/6013635429-vintage-carhartt-halfzip-schwarz,sweats
Carhartt Pullover,Carhartt,20.0,3,6,5,23,"Dicker, fester Stoff. Guter Zustand. Weinrote Farbe, leider auf den Bildern nicht so gut zu erkennen. Bei Fragen einfach melden :)",https://www.vinted.fr/items/6011648702-carhartt-pullover,sweats
Blauer Carhartt Sweater,Carhartt,30.0,2,31,5,2,"Nur einmal getragen.

Preis verhandelbar

Original Carhartt",https://www.vinted.fr/items/6004485588-blauer-carhartt-sweater,sweats
Carhartt Chase Crewneck pine green,Carhartt,35.0,3,3,5,38,"Sehr guter gebrauchter Zustand.
Chase Linie, hochwertige Qualität 
Pine green",https://www.vinted.fr/items/6011426742-carhartt-chase-crewneck-pine-green,sweats
Carhartt Pullover Sweater Black Size M,Carhartt,22.95,4,2,5,43,"📏Size: M Lenght: 62cm Width: 48cm
🧽Condition: 7/10
🖌️Color: Black
✅Original
🧺Freshly washed
•1-5 Days Delivery→Insurance
Notes:
• Good quality
• Great fit
🤔Questions→Dm me ✅
#carharttsummer #carharttpullover",https://www.vinted.fr/items/6012808155-carhartt-pullover-sweater-black-size-m,sweats
Carhartt Sweater,Carhartt,45.0,2,1,5,51,Ich trage ihn nicht.,https://www.vinted.fr/items/6023254708-carhartt-sweater,sweats
Carhartt WIP Medley State Sweater Gr.M dunkelgrau Wie Neu,Carhartt,39.0,3,1,5,704,"!!! Bitte nochmal anschreiben bevor ihr einfach auf kaufen drückt !!!

Gröẞe M Herren
Farbe dunkelgrau
Einmal getragen, keinerlei Gebrauchsspuren 

Versand als DHL Paket für 6,19€",https://www.vinted.fr/items/6021568246-carhartt-wip-medley-state-sweater-grm-dunkelgrau-wie-neu,sweats
Carhartt Pocket Sweat grün/ Olive,Carhartt,45.0,4,2,5,10,"Wurde wenige Male getragen, leider für mich unpassender Schnitt (W 175cm).",https://www.vinted.fr/items/6016567575-carhartt-pocket-sweat-grun-olive,sweats
Carhartt swater,Carhartt,25.0,3,0,5,3,Kaum getragen,https://www.vinted.fr/items/6009901067-carhartt-swater,sweats
Schwarzer Carharttpulover,Carhartt,18.0,3,4,4.6,9,Kaum getragen,https://www.vinted.fr/items/6001641681-schwarzer-carharttpulover,sweats
Carhartt WIP Pullover Hellblau,Carhartt,65.0,3,2,5,4,"Sehr cooler Carhartt Pulli. Zu schön, dass er nur im Schrank hängt. Habe den Pullover selbst nur wenige Male getragen. Er hat also keine Mängel. Bei Fragen gern melden :)",https://www.vinted.fr/items/6022703229-carhartt-wip-pullover-hellblau,sweats
Oversized Carhartt sweater,Carhartt,25.0,3,5,4.6,31,"Carhartt sweater 
Sehr guter Zustand",https://www.vinted.fr/items/6000583008-oversized-carhartt-sweater,sweats
Carhartt Sweater,Carhartt,12.5,4,1,5,12,"Carhartt Sweatshirt 
Größe L, fit m 

Guter bis sehr guter Zustand",https://www.vinted.fr/items/6005733223-carhartt-sweater,sweats
Carhartt Sweater,Carhartt,7.5,4,14,5,12,"Kleine Löcher siehe Foto, sonst guter Zustand 


#carharrt #carharrtvintage #carharttsweater #sweater #streetstyle",https://www.vinted.fr/items/5967704218-carhartt-sweater,sweats
Carhartt Sweatshirt,Carhartt,40.0,3,3,5,2,Nur wenige male getragen und im super Zustand. Die Waschung auf der Rückseite ist teil des Designs und sind keine Flecken,https://www.vinted.fr/items/6008047883-carhartt-sweatshirt,sweats
Carhartt Pullover,Carhartt,15.0,3,31,5,29,Nur 2..3.. mal getragen,https://www.vinted.fr/items/5975089181-carhartt-pullover,sweats
Carhartt Sweatshirt L,Carhartt,65.0,1,5,5,113,"Braunes Herren Sweatshirt von Carhartt in L. Sowohl das Logo vorne, als auch der ganze Rücken hinten sind gestickt.",https://www.vinted.fr/items/6004141649-carhartt-sweatshirt-l,sweats
Carhartt Sweatshirt,Carhartt,50.0,2,2,5,256,"Schöner Zeitloser Sweater mit gesticktem Logo. Nur einmal getragen. 





#vintage #carhartt #workwear #carharttwip #sweater #sweatshirt #summer",https://www.vinted.fr/items/6008172540-carhartt-sweatshirt,sweats
Carhartt Script Sweatshirt,Carhartt,35.0,3,23,5,36,"Lediglich 2 mal getragen, fällt weiter aus",https://www.vinted.fr/items/5990077054-carhartt-script-sweatshirt,sweats
Carhart sweater,Carhartt,13.0,Satisfactory,12,4.7,112,"Kleine Flecken , fallen beim tragen nicht auf",https://www.vinted.fr/items/5963754500-carhart-sweater,sweats
Carhartt schwarz,Carhartt,20.0,3,2,4.5,16,sehr guter zustand,https://www.vinted.fr/items/5998200567-carhartt-schwarz,sweats
Carhartt Sweatshirt,Carhartt,40.0,3,3,5,2,Nur wenige male getragen und im super Zustand. Die Waschung auf der Rückseite ist teil des Designs und sind keine Flecken,https://www.vinted.fr/items/6008047883-carhartt-sweatshirt,sweats
Carhartt Sweatshirt L,Carhartt,65.0,1,5,5,113,"Braunes Herren Sweatshirt von Carhartt in L. Sowohl das Logo vorne, als auch der ganze Rücken hinten sind gestickt.",https://www.vinted.fr/items/6004141649-carhartt-sweatshirt-l,sweats
Carhartt Sweatshirt,Carhartt,50.0,2,2,5,256,"Schöner Zeitloser Sweater mit gesticktem Logo. Nur einmal getragen. 





#vintage #carhartt #workwear #carharttwip #sweater #sweatshirt #summer",https://www.vinted.fr/items/6008172540-carhartt-sweatshirt,sweats
Carhartt Script Sweatshirt,Carhartt,35.0,3,23,5,36,"Lediglich 2 mal getragen, fällt weiter aus",https://www.vinted.fr/items/5990077054-carhartt-script-sweatshirt,sweats
Carhart sweater,Carhartt,13.0,Satisfactory,12,4.7,112,"Kleine Flecken , fallen beim tragen nicht auf",https://www.vinted.fr/items/5963754500-carhart-sweater,sweats
Carhartt schwarz,Carhartt,20.0,3,2,4.5,16,sehr guter zustand,https://www.vinted.fr/items/5998200567-carhartt-schwarz,sweats
Carhartt sweater,Carhartt,19.0,4,1,4.5,54,"Carhartt sweater
Schwarz
L
100% Baumwolle",https://www.vinted.fr/items/6000209119-carhartt-sweater,sweats
Carhartt Sweater grau,Carhartt,19.0,3,9,4.9,125,Fällt eher aus wie eine M/L,https://www.vinted.fr/items/5979370884-carhartt-sweater-grau,sweats
Schwarzer Carhartt Pullover,Carhartt,27.0,3,47,5,29,"In gutem Zustand, Größe und Farbe wie angegeben.
Wenn weitere Details benötigt werden, gern melden :)",https://www.vinted.fr/items/5979260704-schwarzer-carhartt-pullover,sweats
Carhartt Pullover Crewneck,Carhartt,16.0,4,7,4.9,159,"sehr schöner Pullover 
Wie neu bis auf ganz kleine Flecken 
Die Fallen aber echt garnicht auf",https://www.vinted.fr/items/5970035406-carhartt-pullover-crewneck,sweats
Carhartt Pullover blau XL,Carhartt,15.0,3,8,5,3,No description,https://www.vinted.fr/items/5961649826-carhartt-pullover-blau-xl,sweats
Carhartt sweater Herren,Carhartt,40.0,4,3,No rating,No evaluations,No description,https://www.vinted.fr/items/5994674534-carhartt-sweater-herren,sweats
Carhartt Crewneck XL,Carhartt,30.0,4,14,No rating,No evaluations,No description,https://www.vinted.fr/items/5982282958-carhartt-crewneck-xl,sweats
Carhartt Pullover,Carhartt,30.0,3,29,No rating,No evaluations,No description,https://www.vinted.fr/items/5976761890-carhartt-pullover,sweats
Blaue Carhartt American Script sweet Gross M,Carhartt,38.0,3,7,No rating,No evaluations,In einem sehr guten (wenige getragen) american Script sweet Carhartt swishert Groß M,https://www.vinted.fr/items/5986060215-blaue-carhartt-american-script-sweet-gross-m,sweats
Carhartt Sweatshirt,Carhartt,50.0,3,7,4.8,213,"Größe L
Neu gekauft
Nur 1-2 mal gewaschen",https://www.vinted.fr/items/5992249947-carhartt-sweatshirt,sweats
Unisex Sweater Carhartt,Carhartt,80.0,2,2,4.9,11,"Originalpreis: 129.99€ 
Keine Mängel 
Unbenutzt  
!Unisex!",https://www.vinted.fr/items/6002912662-unisex-sweater-carhartt,sweats
Carhartt Sweater rework,Carhartt,50.0,3,2,4.7,26,"Wenig getragen
Sehr guter zustand",https://www.vinted.fr/items/5999188289-carhartt-sweater-rework,sweats
Carhartt Sweatshirt Größe M,Carhartt,20.0,2,4,5,353,Neuwertiger Zustand,https://www.vinted.fr/items/5980958844-carhartt-sweatshirt-grosse-m,sweats
Carhartt WIP Sweatshirt / Gr. L (wie M),Carhartt,30.0,4,3,No rating,No evaluations,"Carhartt WIP Sweatshirt

Gr. L (fällt wie M aus!)

Hermes-Versand",https://www.vinted.fr/items/5991248395-carhartt-wip-sweatshirt-gr-l-wie-m,sweats
Carhartt WIP Chase Neck Zip Sweat XL,Carhartt,89.0,3,0,5,2,"Perfect condition, worn very rarely and washed with care. No signs of wear or tear. 
It's the usual carhartt XL fit. 
Made in Bangladesh.",https://www.vinted.fr/items/6009638445-carhartt-wip-chase-neck-zip-sweat-xl,sweats
Carhartt schwarzer Pullover,Carhartt,15.0,3,16,5,16,-bei Fragen einfach melden :),https://www.vinted.fr/items/5941938674-carhartt-schwarzer-pullover,sweats
Carhartt Sweatshirt Pulli - Größe L,Carhartt,25.0,3,5,4.9,31,"Top Zustand

Bei Fragen meldet euch gerne!

—

Privatverkauf unter Ausschluss jeglicher Gewährleistung",https://www.vinted.fr/items/5978132616-carhartt-sweatshirt-pulli-grosse-l,sweats
"Sweatshirt von Carhartt, Größe S",Carhartt,18.0,3,5,5,6,Tolle Farben. Top Zustand!,https://www.vinted.fr/items/5971390705-sweatshirt-von-carhartt-grosse-s,sweats
Vintage Carhartt Pullover,Carhartt,26.99,3,4,4.6,33,"Pulli ist im guten Zustand und hat keine Mangel, bei Interesse gerne anschreiben",https://www.vinted.fr/items/5982764383-vintage-carhartt-pullover,sweats
Carhartt Sweater Größe L,Carhartt,7.0,Satisfactory,25,5,3,"Häufig getragen, hat durchs Waschen an den Nähten Löcher bekommen (siehe Fotos)",https://www.vinted.fr/items/4575534550-carhartt-sweater-grosse-l,sweats
Blaugrauer Carhatt Sweater,Carhartt,7.5,4,15,5,4,minimales Loch auf der Vorderseite,https://www.vinted.fr/items/3910729372-blaugrauer-carhatt-sweater,sweats
Carhartt Pullover,Carhartt,25.0,4,6,5,2,Ich verkaufe meinen carhartt Pullover,https://www.vinted.fr/items/5967432851-carhartt-pullover,sweats
Langarmshirt Carhartt Navy Gr.L,Carhartt,6.0,4,11,5,1594,"Gern getragen 
Kein Mangel, außer das Logo ist verwaschen 
Fragen gern fragen. 
Versand 2,55€ Bü Wa",https://www.vinted.fr/items/5611180030-langarmshirt-carhartt-navy-grl,sweats
Blauer Carhartt Pullover ,Carhartt,6.0,4,12,5,85,Graphic Sweater von Carhartt. Größe S. Außer dem Loch am Ärmel sonst super Zustand.,https://www.vinted.fr/items/4275437938-blauer-carhartt-pullover,sweats
Carhartt Sweater,Carhartt,19.0,3,4,4.9,41,"- guter Zustand

#carhartt #carharttwip",https://www.vinted.fr/items/5971227292-carhartt-sweater,sweats
Carhartt Pullover,Carhartt,23.0,4,0,5,19,"Es wird ein Pullover der Marke carhartt verkauft.

Wegen Privatverkauf keine Garantie und keine Rücknahme.",https://www.vinted.fr/items/5994125506-carhartt-pullover,sweats
Carhartt sweater ,Carhartt,9.0,3,12,5,2,"Wurde sehr selten getragen und befindet sich in einem gutem Zustand.



Bei weiteren Fragen bitte melden :)",https://www.vinted.fr/items/2938279860-carhartt-sweater,sweats
carhartt x patta crewneck,Carhartt,35.0,3,7,5,6,"nicht so oft getragen und nimmt platz weg :(
bei fragen gern melden",https://www.vinted.fr/items/5971932477-carhartt-x-patta-crewneck,sweats
Carhartt Sweater,Carhartt,10.0,Satisfactory,23,5,6,Carhartt Sweater mit Gebrauchsspuren (s. Bilder),https://www.vinted.fr/items/2270296075-carhartt-sweater,sweats
Sudadera Carhartt Tresor,Carhartt,110.0,1,0,5,1,Nuevo sin estrenar.,https://www.vinted.fr/items/5961665084-sudadera-carhartt-tresor,sweats
