Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL,Type,prix_median_groupe,favoris_median_groupe,z_score_prix,bonne_affaire
Gorra Carhatt Blanca,362,18.0,1.0,12,4.9,153.0,,https://www.vinted.fr/items/6012403273-gorra-carhatt-blanca,287,15.0,5.0,0.6465776582834851,0
Veste de pluie,362,110.0,2.0,11,4.8,78.0,"Veste de pluie, coupe vent.
Jamais portée. Neuve sans étiquette.
Elle est bleu clair à l'intérieur, bleu foncé à l'extérieur.",https://www.vinted.fr/items/4978694398-veste-de-pluie,2051,51.0,7.0,1.2428941754151699,0
Calção The North Face,2319,13.0,3.0,4,4.9,459.0,,https://www.vinted.fr/items/4986474968-calcao-the-north-face,586,20.0,4.0,-0.7608012477456382,0
Short the north face ,2319,8.0,3.0,13,4.6,160.0,"Short beige the north face 
Tbe",https://www.vinted.fr/items/2206721007-short-the-north-face,586,20.0,4.0,-1.4144860038845697,1
The North Face Sweater,2319,10.0,4.0,5,5.0,88.0,- Mängel aus den Bildern zu entnehmen,https://www.vinted.fr/items/5153102772-the-north-face-sweater,1811,17.0,4.0,-1.0495619568488193,1
Carhartt Sweatshirt Herren Größe S,362,15.0,4.0,3,5.0,9.0,"guter Zustand, hellgrau meliert",https://www.vinted.fr/items/5676310207-carhartt-sweatshirt-herren-grosse-s,1811,25.0,6.0,-1.0106235175888445,0
Zuccotto The North Face,2319,15.0,3.0,1,5.0,78.0,"Colore: Beige 
Condizioni ottime",https://www.vinted.fr/items/6019884970-zuccotto-the-north-face,2964,10.0,4.0,1.4049941553278567,0
Gorro negro,2319,14.0,1.0,0,4.7,30.0,"Está sin usar, lo vendo porque me lo regalaron pero no es de mi estilo 
Es unisex 
Tamaño estándar",https://www.vinted.fr/items/6003305075-gorro-negro,2964,10.0,4.0,1.1256033820509364,0
Sweat north face,2319,20.0,4.0,1,5.0,4.0,"Bon état, assez peu porté",https://www.vinted.fr/items/6022440354-sweat-north-face,1811,17.0,4.0,0.3117427158612516,0
Bonnet the North Face,2319,15.0,2.0,6,3.7,14.0,Très peu porté en très bon état💙,https://www.vinted.fr/items/5883055743-bonnet-the-north-face,2964,10.0,4.0,1.4049941553278567,0
Bonnet,2319,8.0,3.0,1,,,,https://www.vinted.fr/items/5979701168-bonnet,2964,10.0,4.0,-0.5507412576105856,0
Carhartt longsleeve,362,39.0,2.0,16,,,Ich habe den Artikel nie getragen und will ihn daher jetzt verkaufen.,https://www.vinted.fr/items/3824045162-carhartt-longsleeve,1811,25.0,6.0,1.5927555999195446,0
Carhartt Trapper Parka,362,25.0,4.0,6,4.9,40.0,Hi ich verkaufe diesen schönem warmen Carhartt Parka.,https://www.vinted.fr/items/4661164807-carhartt-trapper-parka,2051,51.0,7.0,-1.069991752676536,0
Carhartt Beanie Mütze,362,8.0,4.0,1,4.9,52.0,,https://www.vinted.fr/items/5837942767-carhartt-beanie-mutze,287,15.0,5.0,-1.3671001249442247,0
North face muts zwart,2319,15.0,1.0,5,,,Gloed nieuw was te laat et terug sturen van daar dat ik hem hier verkoop,https://www.vinted.fr/items/5986523719-north-face-muts-zwart,2964,10.0,4.0,1.4049941553278567,0
The North Face size medium color grey,2319,8.0,,9,4.9,77.0,"Grey, size M. Printed logo’s on the front and the back are a bit faded but no damages",https://www.vinted.fr/items/6012339092-the-north-face-size-medium-color-grey,1811,17.0,4.0,-1.3218228913908334,0
North face sweater,2319,13.5,3.0,14,4.4,209.0,"Maat large
Heerlijke warme sweater",https://www.vinted.fr/items/5941757782-north-face-sweater,1811,17.0,4.0,-0.5731053214002945,1
Casquette Carhartt jaune sable vintage,362,15.0,2.0,11,,,,https://www.vinted.fr/items/6028013113-casquette-carhartt-jaune-sable-vintage,287,15.0,5.0,0.04247432331517214,0
Carhartt Mütze Beanie,362,10.0,,3,4.9,77.0,,https://www.vinted.fr/items/4589893349-carhartt-mutze-beanie,287,15.0,5.0,-0.9643645682986828,0
The North face pullover gr M,2319,20.0,3.0,3,4.9,299.0,Herren pullover,https://www.vinted.fr/items/5869558230-the-north-face-pullover-gr-m,1811,17.0,4.0,0.3117427158612516,0
sweat the north face,2319,10.0,4.0,13,4.6,131.0,Sweat à capuche homme The North Face,https://www.vinted.fr/items/5958275057-sweat-the-north-face,1811,17.0,4.0,-1.0495619568488193,1
Gorra Carhartt Vintage logo bordado,362,12.0,3.0,8,4.9,442.0,,https://www.vinted.fr/items/6004261897-gorra-carhartt-vintage-logo-bordado,287,15.0,5.0,-0.5616290116531408,1
Bonnet mixte the north face,2319,7.0,3.0,7,,,"Bonnet mixte the north face en très bon état, peu porté.

⚠️""très bon état"" ne veux pas dire neuf⚠️",https://www.vinted.fr/items/5910116935-bonnet-mixte-the-north-face,2964,10.0,4.0,-0.8301320308875059,0
Zwarte trui van the north face.,2319,9.5,3.0,13,4.9,17.0,"Deze trui is amper gedragen en dus nog in hele goede staat, de trui is in maat m.",https://www.vinted.fr/items/5999102982-zwarte-trui-van-the-north-face,1811,17.0,4.0,-1.1176271904843227,0
Carhartt Cap weiß,362,23.0,3.0,14,5.0,22.0,,https://www.vinted.fr/items/5654681856-carhartt-cap-weiss,287,15.0,5.0,1.65341654989734,0
Short The North Face,2319,10.0,4.0,12,4.7,34.0,"Short The North Face
Bon état 
Quelques défauts (logo à l’arrière voir photo)
Taille S",https://www.vinted.fr/items/5903471920-short-the-north-face,586,20.0,4.0,-1.1530121014289971,1
Bonnet the north face noir,2319,15.0,3.0,0,4.3,82.0,En très bon état ✅,https://www.vinted.fr/items/5987587277-bonnet-the-north-face-noir,2964,10.0,4.0,1.4049941553278567,0
North Face Black Shorts,2319,10.0,3.0,13,4.3,29.0,Good condition,https://www.vinted.fr/items/5631612168-north-face-black-shorts,586,20.0,4.0,-1.1530121014289971,1
Anchorage Parka von Carhartt,362,89.0,3.0,3,5.0,2720.0,"Das Modell ist mehr als bekannt!
Hervorragende Qualität und sehr aufwändig verarbeitet! Absoluter Hingucker!
Extrem robust und Wetterbeständig!
Super warm!
Bei weiteren Fragen einfach mailen 
Privat Verkauf, keine Rücknahme",https://www.vinted.fr/items/5973013265-anchorage-parka-von-carhartt,2051,51.0,7.0,0.6714752990631013,0
The North Face beanie Bommelmütze TNF,2319,10.0,4.0,0,4.9,13.0,"Biete hier eine The North Face Bommelmütze an. Die Mütze wurde paar mal getragen befindet sich aber in einem guten Zustand. Sie ist onesize und unisex.

Privatverkauf kein Umtausch, Gewährleistung oder Garantie.",https://www.vinted.fr/items/5737091773-the-north-face-beanie-bommelmutze-tnf,2964,10.0,4.0,0.008040288943255093,0
The North Face  khaki green beanie,2319,7.0,3.0,5,4.9,149.0,"North Face brand wooly hat
Dark kind of army green ribbed woolen fabric, fleece band lining
White North Face embroidered logo

#beenie #beanie #thenorthface #khaki #armygreen #green #tight #fitted #skullcap #mountaon #sports #northface #hiking #snowboarding #skiing #climbing #ribbed #woolen #hat",https://www.vinted.fr/items/6032274462-the-north-face-khaki-green-beanie,2964,10.0,4.0,-0.8301320308875059,1
The North Face Mütze,2319,8.0,4.0,5,4.9,12.0,"selten getragen, ziemlich dick, fusselt etwas. Etikett wurde rausgeschnitten",https://www.vinted.fr/items/5923274846-the-north-face-mutze,2964,10.0,4.0,-0.5507412576105856,0
The North Face Running Shorts,2319,25.0,4.0,10,5.0,51.0,The North Face Trail Running Shorts with 4 Pockets on the back - Used a Few Times - Pocket on the back has a little hole -,https://www.vinted.fr/items/4628050511-the-north-face-running-shorts,586,20.0,4.0,0.8080421669877976,0
Cappello di lana The North Face,2319,8.0,3.0,11,4.8,157.0,Cappello di lana bianco the north face #hat #wool #winter #slaviccore #slavicstyle #sanktmoritz,https://www.vinted.fr/items/5731290545-cappello-di-lana-the-north-face,2964,10.0,4.0,-0.5507412576105856,1
Kortebroek The North Face,2319,30.0,1.0,7,4.9,690.0,"Kortebroek maat M The North Face Simple Dome Nieuw Nieuwprijs €50,-",https://www.vinted.fr/items/5927071604-kortebroek-the-north-face,586,20.0,4.0,1.4617269231267294,0
Bonnet polaire North face rouge Bordeaux,2319,6.0,3.0,10,4.9,26.0,"Bonnet polaire North face rouge Bordeaux 
TU adulte 
En excellent état.
Très peu porté",https://www.vinted.fr/items/5608124484-bonnet-polaire-north-face-rouge-bordeaux,2964,10.0,4.0,-1.1095228041644263,1
Gorro rojo north face,2319,9.0,3.0,4,4.4,15.0,Su color original es más preciso al de la última fotografía. Muy útil para deportes de nieve ❤️,https://www.vinted.fr/items/4302784138-gorro-rojo-north-face,2964,10.0,4.0,-0.2713504843336652,0
Bonnet Kaki The North Face,2319,5.0,3.0,5,4.6,374.0,Très bon état,https://www.vinted.fr/items/5894939333-bonnet-kaki-the-north-face,2964,10.0,4.0,-1.3889135774413466,1
North face hoodie ,2319,10.0,3.0,6,5.0,24.0,"Guter Zustand
Bei Fragen gerne melden 😊",https://www.vinted.fr/items/3786763147-north-face-hoodie,1811,17.0,4.0,-1.0495619568488193,1
Bonnet the north face,2319,4.0,,4,,,Bonnet the north face,https://www.vinted.fr/items/6011621327-bonnet-the-north-face,2964,10.0,4.0,-1.6683043507182669,0
The North Face Sweater Herren L,2319,30.0,3.0,8,5.0,363.0,"Marke: The North Face
Produkt: Sweatshirt für Herren
Produktnummer: NF0A89EV
Print: kleines Box Log auf der Brust
Farbe: hellgrau 
Größe: L
Material: Baumwolle / Polyester

#thenorthface #tnf #sweatshirt #grey #boxlogo",https://www.vinted.fr/items/5986025465-the-north-face-sweater-herren-l,1811,17.0,4.0,1.6730473885713224,0
The North Face Mütze,2319,15.0,4.0,5,5.0,23.0,"Ich verkaufe diese diese TNF Mütze.

Bei Interesse gerne melden:)",https://www.vinted.fr/items/5993273126-the-north-face-mutze,2964,10.0,4.0,1.4049941553278567,0
Vintage Y2K Carhartt sweatshirt hoodie,362,20.0,4.0,3,5.0,710.0,Ein brandloch sonst keine Mängel,https://www.vinted.fr/items/5887288371-vintage-y2k-carhartt-sweatshirt-hoodie,1811,25.0,6.0,-0.46825286810793,0
gorro da The North Face,2319,10.0,3.0,7,4.8,312.0,tamanho único,https://www.vinted.fr/items/5972888085-gorro-da-the-north-face,2964,10.0,4.0,0.008040288943255093,0
Bonnet hiver,2319,5.0,3.0,3,5.0,4.0,"Bonnet The North face 

Taille L/G kids
Couleur mauve lavande et noir",https://www.vinted.fr/items/5748007704-bonnet-hiver,2964,10.0,4.0,-1.3889135774413466,0
Bonnet The North face / TU,2319,4.0,4.0,5,5.0,150.0,"Bonjour
Je vends un bonnet de la marque NorthFace couleur vert kaki
Bon état général",https://www.vinted.fr/items/5884618798-bonnet-the-north-face-tu,2964,10.0,4.0,-1.6683043507182669,1
Short sport kaki,2319,30.0,3.0,2,5.0,21.0,"Taille : S

Très bon état.",https://www.vinted.fr/items/4979987902-short-sport-kaki,586,20.0,4.0,1.4617269231267294,0
The North Face - kids beanie,2319,5.5,3.0,13,4.9,77.0,"Bought it on here but doesn't fit sadly ;(

Care label is removed but the last seller said it contains wool.",https://www.vinted.fr/items/5725162005-the-north-face-kids-beanie,2964,10.0,4.0,-1.2492181908028863,1
Vintage beige the north face Pulli,2319,29.0,3.0,6,4.9,53.0,"-nie getragen
-Neupreis:60€
-alles intakt
-perfekter Zustand
-Größe m-L
- alle Bezahlarten möglich (am besten übers System ,Paypal oder Überweisung)
-Preis verhandelbar !!!
-schnell verschickt

Tags:
#vintage #y2k #core #blazer #anzug #sakko #hemd #distressed #avantgarde #punk #goth
#emo #opium #backlash #beautybeast
#undercover #sharesp #archive #archivefashion #grunge #gothic
#rave #techno #festival #ravewear #parachute
#nofaithstudios #vintage #archive #wideleg #schwarz #emo #cool #hose #jacke #gorpcore #oldmoney #leather #punk #rock thippie #leder #echt #neu #modern #authentisch #authentic
Verhandeln",https://www.vinted.fr/items/5978175342-vintage-beige-the-north-face-pulli,1811,17.0,4.0,1.5369169213003153,0
Bonnet Thé North Face,2319,10.0,2.0,3,5.0,116.0,"Taille unique 
Neuf",https://www.vinted.fr/items/5977932715-bonnet-the-north-face,2964,10.0,4.0,0.008040288943255093,0
Carhartt Knit Visor NEU,362,10.0,1.0,19,5.0,603.0,"Ungetragen mit Etikett 

#visor",https://www.vinted.fr/items/5615739837-carhartt-knit-visor-neu,287,15.0,5.0,-0.9643645682986828,0
Carhartt - WIP - Parker Herren,362,50.0,,6,5.0,11.0,Größe: M,https://www.vinted.fr/items/5752930891-carhartt-wip-parker-herren,2051,51.0,7.0,-0.38973118559074016,0
Cappello north face,2319,5.0,3.0,9,4.8,15.0,Buono,https://www.vinted.fr/items/5578523147-cappello-north-face,2964,10.0,4.0,-1.3889135774413466,0
Carhartt Pullover Marine Blau XS,362,14.0,3.0,20,5.0,23.0,"wenig getragen, guter zustand, mehr infos auf anfrage",https://www.vinted.fr/items/4361948015-carhartt-pullover-marine-blau-xs,1811,25.0,6.0,-1.1190976474850274,1
Sweat capuche The North Face vert canard ,2319,12.0,3.0,8,4.9,39.0,"Bon état, seul les galons de la capuche sont effilochés.",https://www.vinted.fr/items/3774859872-sweat-capuche-the-north-face-vert-canard,1811,17.0,4.0,-0.7773010223068051,1
The North Face Class V Belted Shorts Tracking gore Tex,2319,29.0,3.0,0,4.9,20.0,Die Shorts sind in gutem Zustand. Aus frischen Kollektionen. Größe M-L. Es gibt viele Taschen. Sehr leicht und bequem. Eine Lieferung oder Abholung in Nürnberg ist möglich. Kein Umtausch oder Rückgabe,https://www.vinted.fr/items/6042896616-the-north-face-class-v-belted-shorts-tracking-gore-tex,586,20.0,4.0,1.3309899718989429,0
cappello North face,2319,9.0,4.0,3,5.0,1.0,ottimo versatile,https://www.vinted.fr/items/5994108300-cappello-north-face,2964,10.0,4.0,-0.2713504843336652,0
Carhartt Mütze ,362,10.0,3.0,0,4.7,58.0,,https://www.vinted.fr/items/4106646745-carhartt-mutze,287,15.0,5.0,-0.9643645682986828,0
Carhartt Kappe braun,362,18.0,3.0,18,5.0,10.0,,https://www.vinted.fr/items/5125312945-carhartt-kappe-braun,287,15.0,5.0,0.6465776582834851,0
Bonnet North Face noir avec pompon,2319,15.0,1.0,2,5.0,130.0,"Bonnet noir avec pompon 
Marque North Face 
Neuf, jamais porté, avec étiquette 

N'hésitez pas si vous avez des questions ou souhaitez d'autres photos 

Si vous êtes intéressé(e) par plusieurs pièces de mon dressing, contactez moi 🙂",https://www.vinted.fr/items/6018374912-bonnet-north-face-noir-avec-pompon,2964,10.0,4.0,1.4049941553278567,0
Gorro reversible,2319,8.0,3.0,10,5.0,46.0,Talla única.,https://www.vinted.fr/items/5731702828-gorro-reversible,2964,10.0,4.0,-0.5507412576105856,1
Bonnet the north face,2319,12.0,3.0,6,4.9,182.0,"Très bon état 
Taille unique",https://www.vinted.fr/items/5059343975-bonnet-the-north-face,2964,10.0,4.0,0.5668218354970957,0
Carhartt WIP Trapper Parka - Herren Winterjacke mit Kunstfell ,362,20.0,4.0,3,5.0,1.0,"-wasserabweisend 
-beschichtet 
-Nylon Taft Futter
-verstellbare Kapuze mit Teddyfutter und abnehmbarem Kunstfell
- Taille und Saum verstellbar 
-Sturm-Armbündchen mit Rippstrick
- Ellenbogenschoner aus Cordura 

Zustand: Siehe Fotos",https://www.vinted.fr/items/4154650418-carhartt-wip-trapper-parka-herren-winterjacke-mit-kunstfell,2051,51.0,7.0,-1.2060438660936952,0
Short The North Face,2319,27.99,2.0,4,5.0,2.0,"Taille XS.
Etat plus que Neuf, porté 1 fois, trop petit pour moi.
Sinon je l'aurai gardé j'adore le style de ce short :(.

Tous mes articles sont 100% authentiques.
Vous avez la possibilité de réaliser des économies conséquentes par rapport à un achat au prix de base.",https://www.vinted.fr/items/3485663111-short-the-north-face,586,20.0,4.0,1.1989456511588785,0
Pull the north face,2319,20.0,3.0,1,5.0,37.0,"Pull The North, Faith, en excellent état taille S",https://www.vinted.fr/items/6006504448-pull-the-north-face,1811,17.0,4.0,0.3117427158612516,0
Carhartt Jacke ,362,50.0,3.0,4,,,"hallo! 
verkaufe hier meine Carhartt Winterjacke in Größe S. gut erhalten. 

NP 239€.",https://www.vinted.fr/items/882040482-carhartt-jacke,2051,51.0,7.0,-0.38973118559074016,0
Langarmshirt Carhartt Navy Gr.L,362,6.0,4.0,11,5.0,1594.0,"Gern getragen 
Kein Mangel, außer das Logo ist verwaschen 
Fragen gern fragen. 
Versand 2,55€ Bü Wa",https://www.vinted.fr/items/5611180030-langarmshirt-carhartt-navy-grl,1811,25.0,6.0,-1.9868906866544904,1
Hoodie Carhardt,362,10.0,3.0,10,4.8,74.0,"Schöner, gemütlicher Hoodie von Carhardt. Hat einen kleinen Fehler am Ärmel (siehe Foto)",https://www.vinted.fr/items/5592588673-hoodie-carhardt,1811,25.0,6.0,-1.552994167069759,1
Carhartt Pullover in Navy/dunkelblau (Retro),362,32.0,1.0,3,4.6,10.0,Kaum getragener Pullover in Größe S,https://www.vinted.fr/items/1691681907-carhartt-pullover-in-navydunkelblau-retro,1811,25.0,6.0,0.8334366906462646,0
Muts the north face,2319,6.0,4.0,7,4.6,206.0,In goede staat,https://www.vinted.fr/items/5429196212-muts-the-north-face,2964,10.0,4.0,-1.1095228041644263,1
Bonnet the north face unisexe,2319,5.0,4.0,6,4.9,232.0,,https://www.vinted.fr/items/5712263969-bonnet-the-north-face-unisexe,2964,10.0,4.0,-1.3889135774413466,1
Short The North Face Taille M neuf,2319,20.0,2.0,0,4.9,396.0,"Short The North Face neuf
Taille M
Noir écriture vert d'eau petite écriture sur le devant et grande écriture sur l'arrière",https://www.vinted.fr/items/5894650876-short-the-north-face-taille-m-neuf,586,20.0,4.0,0.1543574108488661,0
Carhartt Marvin Coat Gr.M,362,30.0,3.0,10,5.0,297.0,Ungetragen!!,https://www.vinted.fr/items/5046225707-carhartt-marvin-coat-grm,2051,51.0,7.0,-0.9339396392593768,1
The North Face InsideOut Mütze,2319,8.0,3.0,3,5.0,1.0,"TheNorthFace Mütze
Kann InsideOut getragen werden
Schwarz/Grau",https://www.vinted.fr/items/5991577633-the-north-face-insideout-mutze,2964,10.0,4.0,-0.5507412576105856,0
Pull The North Face,2319,10.0,2.0,6,4.6,55.0,"👕 Pull The North Face 
📏 XS
💶 10€ 

Utiliser 2-3x max
L’article sera lavé avant l’envoie😀",https://www.vinted.fr/items/5640889547-pull-the-north-face,1811,17.0,4.0,-1.0495619568488193,1
pull north face xl,2319,25.95,3.0,2,5.0,687.0,"Sweat demi zip, The North Face, taille XL homme. 

De couleur kaki et noir, très bon état.",https://www.vinted.fr/items/6020839270-pull-north-face-xl,1811,17.0,4.0,1.1217189961237435,0
Short The North Face Homme,2319,13.0,3.0,11,4.9,43.0,"Short THE NORTH FACE en excellent etat. 
Taille S - Homme. 
Utilisation : Sport ou Lifestyle

N’hésitez pas a me contacter pour plus d infos 📩",https://www.vinted.fr/items/5578029431-short-the-north-face-homme,586,20.0,4.0,-0.7608012477456382,1
The North Face - kids beanie,2319,5.5,3.0,13,4.9,77.0,"Bought it on here but doesn't fit sadly ;(

Care label is removed but the last seller said it contains wool.",https://www.vinted.fr/items/5725162005-the-north-face-kids-beanie,2964,10.0,4.0,-1.2492181908028863,1
The North Face Mütze,2319,8.0,3.0,4,,,The North Face Mütze Herren sehr selten getragen,https://www.vinted.fr/items/5889937173-the-north-face-mutze,2964,10.0,4.0,-0.5507412576105856,0
The North Face - Bonnet ,2319,8.0,3.0,14,4.9,144.0,"Bonnet bordeaux The North Face
Unisexe 
Très bon état
Prix discutable
Taille unique 

#tnf #thenorthface #streetwear",https://www.vinted.fr/items/4229176923-the-north-face-bonnet,2964,10.0,4.0,-0.5507412576105856,1
Sweat  the north  face  homme.Taille  S,2319,30.0,3.0,0,4.9,46.0,"Marque : The  North  Face
Couleur  :  Noire
Taille : S
Matériaux  : Coton  doux  et  durable
État :  Très  bon état  

N’hésitez  pas à  me  contacter  pour  plus  d’informations ou  des  photos  supplémentaires.










#thenorthface #sweatshirt #sweat #hoodie #sweatshirthomme  #sweatshirtthenorthface  #homme #laselevtionvinted #men #sweatshirtmen",https://www.vinted.fr/items/6016512081-sweat-the-north-face-hommetaille-s,1811,17.0,4.0,1.6730473885713224,0
Bonnet The North Face gris/bleu taille unique,2319,5.0,3.0,1,4.9,175.0,"Bonnet The North Face gris/bleu taille unique 
Très bon état 

🚚 Expédition rapide avec Mondial Relay
👕 pour les photos portés je mesure 165cm pour 58kg
📦 emballage soigné",https://www.vinted.fr/items/6038711780-bonnet-the-north-face-grisbleu-taille-unique,2964,10.0,4.0,-1.3889135774413466,0
Carhartt Battle Parka Gr. M neuwertig!,362,45.0,2.0,12,5.0,308.0,"Verkaufe einen so gut wie neuen „Battle“ Parka von Carhartt Größe M in olivgrün.
Habe den Parka letztes Jahr gekauft und lediglich zwei, dreimal getragen, da er mir zu klein ist. 

Neupreis betrug 149 €! 

Privatverkauf. Keine Rücknahme, keine Garantie.",https://www.vinted.fr/items/5849593631-carhartt-battle-parka-gr-m-neuwertig,2051,51.0,7.0,-0.5257832990078993,1
Mütze von Carhartt,362,7.0,4.0,19,5.0,144.0,#carhartt #carharrtmütze #wintermütze #carharttwintermütze,https://www.vinted.fr/items/5529097617-mutze-von-carhartt,287,15.0,5.0,-1.5684679032669957,1
Mütze Carhartt,362,11.0,2.0,4,5.0,526.0,,https://www.vinted.fr/items/5701497987-mutze-carhartt,287,15.0,5.0,-0.7629967899759118,0
Cappello In Lana The North Face,2319,5.0,3.0,1,,,,https://www.vinted.fr/items/6040373690-cappello-in-lana-the-north-face,2964,10.0,4.0,-1.3889135774413466,0
Short homme the north face,2319,28.0,1.0,16,4.8,54.0,Neuf authentique taille s,https://www.vinted.fr/items/5211892891-short-homme-the-north-face,586,20.0,4.0,1.2002530206711566,0
Short The North Face taille S,2319,30.0,2.0,1,4.9,227.0,Jamais porté magnifique short,https://www.vinted.fr/items/5137567559-short-the-north-face-taille-s,586,20.0,4.0,1.4617269231267294,0
Bonnet the north face noir,2319,15.0,3.0,0,4.3,82.0,En très bon état ✅,https://www.vinted.fr/items/5987587277-bonnet-the-north-face-noir,2964,10.0,4.0,1.4049941553278567,0
