Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL
Pantalon carpenter Carhartt bleu clair W40 L30 de travail workwear - PAN0696,Carhartt,19.99,Good,5,5,1749,"- Bon état général

- déchirure avant/arrière (voir photo) & chevilles très légèrement abîmées

👉 Les pantalons rework Carhartt que je propose sont issus de marques de même qualité et ont été transformés avec soin. Les étiquettes de taille étant parfois inexactes, merci de vous référer aux mesures précises que j'ai prises et ajoutées en photo pour garantir un achat adapté.

- 100 % coton

🧼🧽 Les vêtements sont lavés, repassés et pliés.

📦 Livraison : Envoie des colis sous 24H
----------
#pantaloncarpenter #jeancarhartt #bleuclair #tailleW40L30 #workwearstyle #vetementtravail #jeanrobuste #lookpratique #denimclair #modeauthentique
#carharttjeans #hellblaujeans #größeW40L30 #arbeitskleidung #robustemode
#carharttbroek #lichteblauwebroek #werkstijl #maatW40L30 #denimkwaliteit
#vaquerocarhartt #jeansazulligero #tallaW40L30 #estilotrabajo #roparesistente #modaduradera #denimclásico #ropaútil #lookprofesional #prendaurbana
#calçacarpinteiro #jeansazulclaro #tamanhoW40L30 #roupadetrabalho #estiloprático #modaprofissional #calçadurável #roupafuncional #lookcasual #modaretro
#jeanscarhartt #azzurrojeans #tagliaW40L30 #stilelavoro #denimitaliano
#carharttdenim #lightbluejeans #sizeW40L30 #workwearfashion #ruggedstyle #professionalclothing #functionaldenim #urbanlook #classicworkwear #denimwear",https://www.vinted.fr/items/5841130768-pantalon-carpenter-carhartt-bleu-clair-w40-l30-de-travail-workwear-pan0696
Pantalon jean Carhartt bleu clair ciel workwear W32 L31 de travail - PAN0693,Carhartt,19.99,Good,3,5,1749,"- Bon état général, 

- chevilles abîmées, 

👉 Les pantalons rework Carhartt que je propose sont issus de marques de même qualité et ont été transformés avec soin. Les étiquettes de taille étant parfois inexactes, merci de vous référer aux mesures précises que j'ai prises et ajoutées en photo pour garantir un achat adapté.

- 100 % coton

🧼🧽 Les vêtements sont lavés, repassés et pliés.

📦 Livraison : Envoie des colis sous 24H
----------
#pantaloncarpenter #jeancarhartt #bleuclair #tailleW32L31 #workwearstyle #vetementtravail #denimciel #lookpratique #jeanrobuste #modeauthentique
#carharttjeans #hellblaujeans #größeW32L31 #arbeitskleidung #robustemode
#carharttbroek #lichteblauwebroek #werkstijl #maatW32L31 #denimkwaliteit
#vaquerocarhartt #jeansazulligero #tallaW32L31 #estilotrabajo #roparesistente #modaduradera #denimclásico #ropaútil #lookprofesional #prendaurbana
#calçacarpinteiro #jeansazulclaro #tamanhoW32L31 #roupadetrabalho #estiloprático #modaprofissional #calçadurável #roupafuncional #lookcasual #modaretro
#jeanscarhartt #azzurrojeans #tagliaW32L31 #stilelavoro #denimitaliano
#carharttdenim #lightbluejeans #sizeW32L31 #workwearfashion #ruggedstyle #professionalclothing #functionaldenim #urbanlook #classicworkwear #denimwear",https://www.vinted.fr/items/5841122066-pantalon-jean-carhartt-bleu-clair-ciel-workwear-w32-l31-de-travail-pan0693
Carhartt Jeans Herren gr 40 (gekürzt),Carhartt,18.0,Good,7,4.9,58,"Schwarz/grau verwaschen 
Wurde gekürzt, siehe Beinlänge Foto",https://www.vinted.fr/items/5840925755-carhartt-jeans-herren-gr-40-gekurzt
jean carhartt ,Carhartt,6.0,Good,12,4.9,47,"Accro niveau genou droit. Réparable facilement.
Le reste est en bon état",https://www.vinted.fr/items/5840565687-jean-carhartt
carhartt force pants size M color azul,Carhartt,10.0,Good,7,4.9,34,"*il capo ha un alone nella parte dietro
.
#carhartt #carharttwip #carharttvintage #carharttpants #carharttforce",https://www.vinted.fr/items/5840166918-carhartt-force-pants-size-m-color-azul
jeans carhartt,Carhartt,20.0,Good,3,4.7,52,"Large, taille-mi haute, abîmé en bas et où il y a la ceinture (dernière photo)",https://www.vinted.fr/items/5840131957-jeans-carhartt
The vintage Y2K Carhartt Carpenter pant,Carhartt,25.0,Good,17,4.9,2256,"Ancien pantalon de travail 
Taille W34/L32
Longueur=108cm
Taille=43cm
Haut de la cuisse=32cm
Chevilles=22cm

#TL91carhartt
#TL91workwear
#TL91carpenter
#TL91W34
#carpentercarhartt
#carpenterpants
#carpenterstyle
#carharttworkwear
#carharttpants
#carharttvintage
#carpenterjeans
#carpenter",https://www.vinted.fr/items/5839142488-the-vintage-y2k-carhartt-carpenter-pant
The vintage Y2K Carhartt Work pant,Carhartt,25.0,Good,17,4.9,2256,"Ancien pantalon de travail 
Longueur=108cm
Taille=48cm
Haut de la cuisse=38cm
Chevilles=20cm

#TL91carhartt
#TL91workwear
#TL91carpenter
#TL91W34
#carpentercarhartt
#carpenterpants
#carpenterstyle
#carharttworkwear
#carharttpants
#carharttvintage
#carpenterjeans
#carpenter",https://www.vinted.fr/items/5839132245-the-vintage-y2k-carhartt-work-pant
Jean carhartt w36 l34,Carhartt,20.0,Good,5,4.9,120,"Jean carhartt w36 l34
État a regarder sur les photos",https://www.vinted.fr/items/5839122319-jean-carhartt-w36-l34
Jean carhartt,Carhartt,20.0,Good,8,4.7,25,"Slimpant 33x34

 Pantalon de la marque carhartt. 
C’est un slimpant mais sur moi, il avait plus une coupe regular / droite.
Très agréable, acheté dans une friperie.

Il y a la référence sur la dernière photo 
Je mesure 1m89 et fais 82kg.",https://www.vinted.fr/items/5838540934-jean-carhartt
Jean Slim Carhartt,Carhartt,12.0,Good,8,4.6,11,"Bon état
Taille 30-32",https://www.vinted.fr/items/5837393228-jean-slim-carhartt
Carhartt jeans Brandon mt S,Carhartt,70.0,Good,6,5,19,"Carhartt Jeans
Model Brandon
Maat S",https://www.vinted.fr/items/5837053397-carhartt-jeans-brandon-mt-s
Pack pantalones carhartt,Carhartt,30.0,Good,3,5,11,"Pantalones carhartt
Mismo modelo diferentes colores. 
Talla 29x32
Tienen el bolsillo trasero un poco descolorido. Como se ve en las fotos . 
Las cremalleras funcionan todas",https://www.vinted.fr/items/5836774469-pack-pantalones-carhartt
Jean carhartt workwear,Carhartt,15.0,Good,4,4.8,28,Peu porté,https://www.vinted.fr/items/5836215828-jean-carhartt-workwear
Jeans Carhartt kaki,Carhartt,10.0,Good,4,4.9,57,"Jeans Carhartt kaki homme, taille 30/32
Bon état général excepté la petite tache sur la poche arrière (voir photo)",https://www.vinted.fr/items/5836050597-jeans-carhartt-kaki
Pantalon jean carpenter bleu ciel Carhartt W44 L32 workwear de travail - PAN0728,Carhartt,21.99,Good,13,5,1749,"- Bon état général

- entre jambes, abîmées et taches niveau devant

👉 Les pantalons rework Carhartt que je propose sont issus de marques de même qualité et ont été transformés avec soin. Les étiquettes de taille étant parfois inexactes, merci de vous référer aux mesures précises que j'ai prises et ajoutées en photo pour garantir un achat adapté.

- 100 % coton

🧼🧽 Les vêtements sont lavés, repassés et pliés.

📦 Livraison : Envoie des colis sous 24H
----------
#pantalon #jean #carpenter #bleuciel #carhartt #workwear #travail #homme #durable #denim #arbeitshose #jeanshose #baustelle #werkkleidung #broek #werkbroek #carharttbroek #carpenterbroek #vaquero #pantalonvaquero #ropadetrabajo #pantalóndetrabajo #calça #roupadetrabalho #jeansclaro #carharttbrasil #calçacarpenter #pantalone #abbigliamento #jeanslavoro #traballaláimhe #donn #bríste #obairéadach #carpenterpants #carharttworkwear #menstyle #utilitywear #loosefit #baggy #w44 #l32 #streetwear #heavyjeans #sturdyclothing #urbanwear #hardwearing #ruggedjeans #oversizedfashion #rawdenim #americanworkwear #outdoorclothing",https://www.vinted.fr/items/5835300655-pantalon-jean-carpenter-bleu-ciel-carhartt-w44-l32-workwear-de-travail-pan0728
Jean Carhartt vintage doublure bleu W38 L34,Carhartt,35.0,Good,7,4.8,78,"👔 Jean Carhartt vintage doublure bleu W38 L34

🤝 Négociations Possibles !

🔖 mixte

📏 Taille : W38 L34 !

en cm

Taille : 47
longueur : 110
cuisse : 34
cheville : 24

🔎 Qualité : très bon état !

📦 Envoi en 48h et sécurisé !",https://www.vinted.fr/items/5834051375-jean-carhartt-vintage-doublure-bleu-w38-l34
Pantalon velour Carhartt,Carhartt,23.0,Good,9,4.6,21,"Pantalon porté quelques fois : La couture sur le bas droit est un peu abîmée ( ⚠️ LES OURLETS SONT PRÉSENT DE BASE SUR LE PANTALON ), 

il y a une petite usure au niveau de l’entrejambe qui ne se verras pas tellement sur les photos et la taille précise est : W31 L32 👖

Pour plus de précisions n’hésitez pas !",https://www.vinted.fr/items/5833747872-pantalon-velour-carhartt
Zwarte jeans “Brandon” Carhartt xs,Carhartt,60.0,Good,9,No rating,No evaluations,"Veel gedragen
In goede staat , lichte gebruiksporen aan de achterkant.
Maat xs",https://www.vinted.fr/items/5832690093-zwarte-jeans-brandon-carhartt-xs
Jeans Carhartt,Carhartt,18.0,Good,4,4.9,30,"Jeans lungo della Carhartt.
Taglia W30/32 e originale 100%.
Articolo indossato, ma tenuto bene ed in buone condizioni, presentando qualche segno d’usura.

#carhartt #carharttwip #carharttvintage 
#carharttworkwear #clothing #clothingvintage
#streetwear #streetstyle #jacket #giaccavento
#nylon #nylonjacket #blue #vestitidimarca
#vendi #sconto #usatofirmato
#usatoselezionato #vintagestyle #abitivintage
#vintageclothing #abiti #vesititvintage #outfit
#vintageoutfit #modavintage
#secondhandclothing #aesthetic
#secondhandshop #style #vintageclothes
#vinted #vinted #secondhand #dressing
#vintedcloset",https://www.vinted.fr/items/5832097032-jeans-carhartt
Jean Carhartt 30x32,Carhartt,16.0,Good,4,5,5,"Jean Carhartt 
Taille 30x32 
Très bonne état",https://www.vinted.fr/items/5852149444-jean-carhartt-30x32
Pantalon chino bleu marine Carhartt W34 L30 workwear de travail habillé stylé delavé - PAN0767,Carhartt,17.99,Good,4,5,1749,"- Bon état

- traces de délavement un peu partout 

👉 Les pantalons rework Carhartt que je propose sont issus de marques de même qualité et ont été transformés avec soin. Les étiquettes de taille étant parfois inexactes, merci de vous référer aux mesures précises que j'ai prises et ajoutées en photo pour garantir un achat adapté.

- 100 % coton

🧼🧽 Les vêtements sont lavés, repassés et pliés.

📦 Livraison : Envoie des colis sous 24H
----------
#pantalonchino #carhartt #bleumarine #tailleW34L30 #workwear #vetementtravail #stylé #delavé #modeauthentique #chicdécontracté
#carhartthose #dunkelblau #größeW34L30 #arbeitskleidung #bequem #elegant
#carharttbroek #donkerblauw #maatW34L30 #werkstijl #stijlvol
#pantaloncarhartt #pantalonazulmarino #tallaW34L30 #estilotrabajo #resistente #modaurbana #comodidad #ropalaboral #lookpro
#calçachino #carharttazulmarinho #tamanhoW34L30 #roupadetrabalho #confortável
#jeanscarhartt #pantaloneblu #tagliaW34L30 #stilelavoro #abbigliamentoelegante
#carharttchino #navychino #sizeW34L30 #workwearfashion #smartcasual #urbanstyle #classicworkwear #hardwearing #streetwear #refinedlook",https://www.vinted.fr/items/5851470764-pantalon-chino-bleu-marine-carhartt-w34-l30-workwear-de-travail-habille-style-delave-pan0767
Carhartt Baggy vintage,Carhartt,20.0,Good,10,3.9,21,"Baggy distressed vintage pants 
Amazing wash
Fixed price",https://www.vinted.fr/items/5851456907-carhartt-baggy-vintage
Carhartt Heavy Dungaree,Carhartt,40.0,Good,3,4.9,6192,"✅Tiene defectos

‼️Puedes solicitar un lote para obtener
descuentos‼️

🚚Envío rápido 24/48h de lunes a viernes📦💨 (SEUR y Correos puede tardar algo más)

📏Medidas en las últimas fotos 

⚠️No acepto devoluciones por fallo en la talla así que comprobad las medidas y aseguraos de que os sirve ( solo acepto devoluciones si es por un fallo mío )

🤗No dudes en echar un vistazo a mi
armario, tengo muchos artículos. 

🗣Si tienes alguna pregunta, te responderé con mucho gusto.

💶Puedo negociar el precio, siempre que la oferta sea razonable. 🔴NO ACEPTO OFERTAS MÍNIMAS 🔴

🏷🏷🏷🏷🏷

#vintage #branded #y2k #vintage #vintagefashion #ootd",https://www.vinted.fr/items/5850682916-carhartt-heavy-dungaree
Vintage Carhartt Dungaree Made in USA 32x30,Carhartt,55.0,Good,9,4.9,6192,"✅Tiene defectos

‼️Puedes solicitar un lote para obtener
descuentos‼️

🚚Envío rápido 24/48h de lunes a viernes📦💨 (SEUR y Correos puede tardar algo más)

📏Medidas en las últimas fotos 

⚠️No acepto devoluciones por fallo en la talla así que comprobad las medidas y aseguraos de que os sirve ( solo acepto devoluciones si es por un fallo mío )

🤗No dudes en echar un vistazo a mi
armario, tengo muchos artículos. 

🗣Si tienes alguna pregunta, te responderé con mucho gusto.

💶Puedo negociar el precio, siempre que la oferta sea razonable. 🔴NO ACEPTO OFERTAS MÍNIMAS 🔴

🏷🏷🏷🏷🏷

#vintage #branded #y2k #vintage #vintagefashion #ootd",https://www.vinted.fr/items/5850682926-vintage-carhartt-dungaree-made-in-usa-32x30
Carhartt Dungaree,Carhartt,35.0,Good,3,4.9,6192,"✅Tiene defectos

‼️Puedes solicitar un lote para obtener
descuentos‼️

🚚Envío rápido 24/48h de lunes a viernes📦💨 (SEUR y Correos puede tardar algo más)

📏Medidas en las últimas fotos 

⚠️No acepto devoluciones por fallo en la talla así que comprobad las medidas y aseguraos de que os sirve ( solo acepto devoluciones si es por un fallo mío )

🤗No dudes en echar un vistazo a mi
armario, tengo muchos artículos. 

🗣Si tienes alguna pregunta, te responderé con mucho gusto.

💶Puedo negociar el precio, siempre que la oferta sea razonable. 🔴NO ACEPTO OFERTAS MÍNIMAS 🔴

🏷🏷🏷🏷🏷

#vintage #branded #y2k #vintage #vintagefashion #ootd",https://www.vinted.fr/items/5850682687-carhartt-dungaree
Carhartt Hose,Carhartt,20.0,Good,6,5,3,"Kleiner gelber Fleck aber stört nicht.
Bei fragen gerne melden",https://www.vinted.fr/items/5848590441-carhartt-hose
"Carhartt Newel Pant, W32",Carhartt,55.0,Good,4,4.9,54,"Hose in sehr gutem Zustand

Lockere Passform mit zulaufendem Bein, Cord

https://www.schrittmacher-shop.com/products/carhartt-wip-newel-pant-grau-i031456-1cq-02-00",https://www.vinted.fr/items/5848576956-carhartt-newel-pant-w32
Blaue Carhartt Western Pant  Größe 36/34,Carhartt,35.0,Good,4,No rating,No evaluations,Blaue Carhartt Western Pant  Größe 36/34,https://www.vinted.fr/items/5848386078-blaue-carhartt-western-pant-grosse-3634
Jean carhartt,Carhartt,30.0,Good,3,4.7,25,Bon état général,https://www.vinted.fr/items/5848210339-jean-carhartt
Jean Carhartt,Carhartt,18.0,Good,4,5,49,Joli jean en bon état 🤩 usure uniquement en bas des jambes ( voir photos) sinon il est nickel 👌.Coupe large.,https://www.vinted.fr/items/5848056795-jean-carhartt
Carhartt Jeans,Carhartt,35.0,Good,9,4.9,73,"Jeans Carhartt

Taille : 30
Très bon état 
Juste un petit trou d’usure sur la poche arrière droite",https://www.vinted.fr/items/5847876706-carhartt-jeans
Pantalone Carhartt Blu Vintage,Carhartt,20.0,Good,12,4.7,9,Articolo in buone condizioni piccoli segni di usura sulle gambe,https://www.vinted.fr/items/5847832674-pantalone-carhartt-blu-vintage
Jeans Carhartt blue claire,Carhartt,25.0,Good,16,4.3,18,"Jeans carhartt, taille 30, bon état, pas de taches, très à la mode,",https://www.vinted.fr/items/5847063557-jeans-carhartt-blue-claire
